ID,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Education_Int,Marital_Status_Int,Children,MntTotalSpent,Age,NumTotalPurchases,Seniority
9224,55260.0,81,825,8,53,11,0,242,8,10,5,6,0,4,0,1,1139,51,23,3
5519,64090.0,8,316,58,161,76,51,135,6,9,4,5,0,2,1,1,797,67,19,2
5046,78331.0,97,756,138,354,160,169,61,10,6,7,4,0,2,3,1,1638,65,23,1
7037,37087.0,50,194,55,134,15,0,3,4,2,8,6,0,4,2,1,401,49,14,2
905,21846.0,38,7,17,18,6,10,26,4,0,3,8,0,2,3,1,84,37,7,2
8624,81320.0,61,183,33,493,59,103,57,4,3,10,2,0,2,2,0,928,65,17,2
8945,54137.0,46,171,0,11,0,1,20,4,1,4,6,0,2,3,1,203,53,9,2
6445,66825.0,73,243,101,405,29,40,40,4,5,6,2,0,2,1,0,858,56,15,2
2727,57100.0,19,181,21,69,39,3,96,3,3,6,3,0,2,1,0,409,50,12,2
6404,58917.0,10,151,7,89,0,7,28,4,1,6,5,0,2,1,3,282,54,11,2
11074,85072.0,94,494,92,391,194,11,241,3,4,10,0,0,2,0,0,1423,46,17,1
10150,86429.0,10,464,28,873,29,18,37,7,4,7,2,0,2,0,0,1449,62,18,2
1968,45684.0,37,5,1,5,10,0,7,1,0,2,7,0,2,4,1,28,52,3,2
6534,47889.0,94,29,0,29,0,5,4,2,0,3,5,0,2,1,1,67,49,5,1
9485,45921.0,23,102,9,49,24,3,12,2,1,6,4,0,4,2,0,199,37,9,1
7053,78420.0,75,604,28,674,91,28,28,3,10,8,1,0,4,0,0,1453,57,21,2
4654,75114.0,40,571,12,523,63,60,24,3,10,5,2,0,2,1,0,1253,31,18,2
9760,52278.0,24,953,0,71,0,0,174,10,5,10,8,0,4,4,1,1198,60,25,2
1048,35641.0,11,63,3,67,8,9,28,3,1,4,7,0,3,2,1,178,51,8,2
10619,95529.0,29,770,29,890,250,27,24,7,3,7,3,0,2,0,0,1990,29,17,3
9308,62820.0,51,398,61,265,138,61,53,3,4,6,1,0,2,2,0,976,69,13,2
10505,73113.0,86,741,19,154,50,9,28,3,4,7,2,0,3,1,0,1001,63,14,2
8362,84169.0,9,1478,19,403,0,19,0,7,6,6,3,0,4,2,0,1919,41,19,2
2625,42607.0,30,156,29,56,30,32,47,3,2,7,3,0,1,0,1,350,69,12,2
4637,74637.0,73,960,64,464,146,0,16,6,9,9,3,0,4,0,0,1650,69,24,2
9972,46015.0,25,38,0,2,0,0,6,1,0,3,7,0,4,1,2,46,68,4,1
4483,72354.0,67,315,26,473,220,12,182,2,10,6,1,0,2,0,0,1228,30,18,2
4487,39858.0,67,15,20,25,2,7,26,2,0,4,6,0,3,0,1,95,54,6,2
4988,34469.0,58,19,6,20,0,5,12,1,1,4,4,0,4,2,2,62,75,6,1
8931,83033.0,82,812,99,431,237,149,33,11,4,10,5,0,2,1,1,1761,37,25,1
5871,24401.0,98,73,28,217,10,24,115,6,1,6,8,0,3,1,0,467,44,13,3
2008,77583.0,93,372,23,384,250,12,108,4,5,9,2,0,2,2,0,1149,45,18,1
3139,74116.0,53,871,111,704,145,55,166,4,4,10,2,0,1,0,0,2052,41,18,2
10037,74293.0,66,375,152,335,93,91,81,5,4,6,2,0,2,0,0,1127,30,15,1
10673,68397.0,6,760,80,466,17,13,80,6,9,5,3,0,4,2,1,1416,47,20,2
5303,79632.0,42,471,0,510,99,21,12,6,4,9,2,0,4,1,0,1113,49,19,1
538,46107.0,78,31,9,27,16,9,33,1,1,4,3,0,2,0,1,125,34,6,1
7922,64950.0,29,819,0,72,12,0,63,11,2,10,7,0,4,0,1,966,72,23,3
5692,25443.0,82,1,4,3,8,9,7,1,0,3,8,0,0,2,1,32,34,4,3
4843,75127.0,92,203,35,305,46,17,227,2,11,5,1,0,2,0,0,833,71,18,1
6383,32892.0,78,26,0,15,2,1,2,3,0,3,8,0,4,1,1,46,52,6,1
1628,71796.0,54,354,21,311,167,75,32,9,3,4,4,0,2,1,0,960,52,16,2
1204,67536.0,45,1253,0,447,23,71,35,11,5,11,8,0,4,2,1,1829,53,27,2
3673,55239.0,59,371,17,238,23,24,106,7,5,11,5,0,2,0,1,779,52,23,2
760,60554.0,8,588,7,76,110,15,15,8,4,9,6,0,4,3,1,811,48,21,2
8957,64831.0,51,480,86,249,75,86,144,6,3,5,6,0,1,0,2,1120,71,14,2
4128,56067.0,51,517,12,54,16,6,120,7,4,7,5,0,4,1,1,725,61,18,2
6810,82025.0,76,267,98,606,48,70,98,3,2,6,1,0,2,3,0,1187,40,11,2
5386,94384.0,62,1111,24,790,160,45,172,5,8,5,2,0,2,1,0,2302,70,18,2
8700,14906.0,86,7,7,14,7,16,15,2,1,3,7,0,0,0,0,66,37,6,3
3202,51563.0,60,1166,0,48,0,0,36,4,4,10,8,0,4,2,0,1250,36,18,3
1328,57937.0,56,261,42,144,55,48,133,4,4,9,3,0,1,2,1,683,41,17,1
8405,68274.0,83,135,25,51,23,25,46,4,2,5,3,0,2,3,2,305,44,11,2
6515,39771.0,92,6,2,18,2,8,14,2,0,3,4,0,2,1,1,50,46,5,2
2882,67893.0,31,711,28,142,49,18,47,3,2,9,8,0,1,3,1,995,48,14,3
7574,27922.0,80,11,0,13,2,4,11,2,0,3,4,0,4,1,1,41,44,5,1
6387,52190.0,39,42,0,17,0,0,18,2,1,3,5,0,4,1,2,77,47,6,1
5320,44051.0,20,79,7,58,6,3,18,3,1,4,6,0,3,3,2,171,50,8,2
5048,42767.0,53,20,6,43,19,5,38,3,1,2,8,0,4,0,2,131,52,6,2
8146,46106.0,84,30,0,8,2,0,14,1,1,2,6,0,3,1,2,54,47,4,1
10031,16927.0,50,20,2,23,3,1,4,3,0,4,8,0,4,2,2,53,47,7,2
5748,59754.0,96,115,27,44,4,146,139,5,2,6,5,0,2,2,1,475,58,13,3
2134,53700.0,94,263,5,233,69,41,83,5,5,8,5,0,2,0,1,694,71,18,3
1523,59041.0,25,69,2,15,2,2,6,2,0,4,5,0,2,2,2,96,50,6,1
9665,54237.0,48,267,3,30,4,0,57,5,2,5,6,0,4,3,1,361,66,12,2
4640,70647.0,65,561,85,171,25,123,114,4,7,13,2,0,2,3,1,1079,56,24,3
3635,52597.0,69,492,0,37,7,0,42,6,3,8,5,0,4,0,1,578,61,17,1
3547,41021.0,12,14,7,9,6,16,12,2,0,3,6,0,3,1,1,64,54,5,3
2456,40233.0,84,80,4,46,0,17,2,2,1,5,6,0,4,2,1,149,48,8,2
5633,50183.0,47,97,12,84,13,10,15,3,1,6,5,0,2,2,2,231,43,10,1
7801,54753.0,87,197,107,227,7,59,131,5,2,11,4,0,2,1,1,728,64,18,2
10489,92955.0,35,693,21,925,31,24,84,6,7,9,2,0,2,2,0,1778,50,22,2
7011,33471.0,47,43,2,27,0,9,12,3,0,4,7,0,2,2,1,93,50,7,3
2620,34596.0,48,14,0,2,0,0,7,1,0,2,8,0,4,2,1,23,49,3,2
3933,44010.0,46,186,36,234,86,72,48,10,2,6,9,0,2,1,1,662,43,18,3
10981,84219.0,27,434,137,400,45,137,45,3,4,10,1,0,2,2,0,1198,35,17,1
1734,40706.0,37,59,0,11,4,2,5,3,0,4,7,0,4,1,3,81,55,7,2
10995,15716.0,8,16,5,30,8,7,26,3,0,4,8,1,1,2,1,92,35,7,3
6357,59052.0,29,230,35,75,63,57,31,7,1,7,5,0,1,3,1,491,64,15,2
9209,80573.0,85,829,138,430,60,92,15,4,6,13,2,0,3,1,0,1564,52,23,3
10286,83715.0,2,318,8,407,150,35,8,2,8,13,0,0,2,2,0,926,61,23,1
2611,82576.0,66,1206,55,445,168,18,18,2,4,12,1,0,3,1,0,1910,64,18,3
1600,56962.0,60,292,3,77,10,3,26,6,3,5,7,0,3,2,3,411,58,14,2
3308,35704.0,54,30,9,12,2,11,30,2,0,4,4,0,2,2,2,94,71,6,1
5407,53103.0,70,729,17,133,11,0,195,10,6,7,7,0,2,1,1,1085,69,23,2
2166,46779.0,55,12,1,3,0,0,7,0,1,2,4,0,1,4,2,23,63,3,2
3955,4861.0,20,2,1,1,1,0,1,0,0,0,14,0,2,3,0,6,58,0,1
6634,33462.0,78,22,3,18,0,0,11,2,0,3,7,0,3,3,1,54,44,5,2
3056,63693.0,63,587,43,337,42,87,54,11,6,9,6,0,2,3,1,1150,45,26,2
5718,80763.0,17,674,168,108,192,42,231,5,11,6,3,0,2,2,0,1415,73,22,2
6872,65352.0,43,284,3,84,4,7,23,4,2,8,4,0,4,2,1,405,49,14,2
8164,82170.0,13,1023,93,651,49,55,37,5,6,7,2,0,4,2,0,1908,45,18,2
4580,75759.0,46,1394,22,708,89,91,182,9,7,9,5,0,2,2,0,2486,54,25,2
9305,79689.0,65,311,26,640,180,37,121,4,9,13,2,0,1,0,0,1315,47,26,2
453,35340.0,1,27,0,12,0,1,5,2,0,3,5,0,4,4,2,45,67,5,1
8545,85683.0,6,1296,17,311,45,69,51,2,4,10,1,0,2,3,0,1789,69,16,1
9850,24884.0,32,3,6,7,0,0,3,0,0,3,7,0,1,2,1,19,51,3,3
7378,42021.0,34,393,5,136,7,5,27,10,1,6,9,0,3,1,1,573,42,17,3
7646,64449.0,70,218,63,282,137,35,70,5,3,12,4,0,2,0,1,805,34,20,1
1640,64587.0,49,66,0,16,0,6,20,1,1,4,3,0,2,3,2,108,69,6,1
5184,34824.0,65,4,2,11,2,0,4,1,0,2,6,0,2,0,0,23,28,3,1
8492,75437.0,25,795,0,545,95,58,0,8,4,10,6,0,2,1,0,1493,45,22,2
11188,26091.0,84,15,10,19,8,17,20,2,1,3,5,0,2,1,2,89,66,6,1
1212,52845.0,7,384,25,292,130,41,64,8,8,6,6,0,2,2,1,936,50,22,2
9097,46086.0,34,244,8,32,7,2,50,3,1,8,4,0,2,3,1,343,67,12,2
10473,78028.0,38,158,19,288,25,0,38,6,4,9,7,0,4,4,1,528,67,19,3
7962,95169.0,1,1285,21,449,106,20,20,4,3,4,1,0,4,0,0,1901,36,11,2
9984,56337.0,25,349,16,144,28,5,182,8,5,4,8,0,1,2,2,724,42,17,2
5527,22434.0,25,4,12,11,3,13,15,2,0,3,8,0,2,1,1,58,36,5,2
6374,36930.0,50,223,2,31,0,2,39,5,2,4,8,0,4,2,1,297,69,11,2
7453,36130.0,46,157,43,127,68,56,37,3,8,4,4,0,2,0,1,488,69,15,2
8952,65569.0,96,397,46,288,20,38,70,6,5,10,3,0,3,2,1,859,70,21,3
241,83844.0,57,901,31,345,75,31,191,4,4,11,1,0,2,1,0,1574,71,19,2
8975,19514.0,47,14,3,21,2,1,28,3,1,2,8,0,2,2,2,69,55,6,1
6119,36736.0,52,10,0,3,0,0,4,1,0,2,6,0,4,0,2,17,60,3,2
5236,77568.0,30,1230,0,396,232,178,158,10,2,8,5,0,2,1,1,2194,44,20,3
5723,49187.0,63,81,1,31,2,1,0,1,1,5,2,0,4,1,1,116,47,7,1
1710,30168.0,51,154,20,66,0,12,27,6,1,4,9,0,2,0,1,279,45,11,2
1970,34053.0,14,63,0,21,7,0,12,3,0,3,8,0,3,1,1,103,55,6,3
5313,38196.0,20,30,0,11,0,0,3,2,0,4,5,0,3,2,2,44,52,6,1
10634,59412.0,56,90,67,165,30,43,11,4,2,8,3,0,3,2,0,406,72,14,1
7010,70924.0,41,635,114,254,132,152,76,6,6,7,3,0,1,2,0,1363,58,19,1
8562,54165.0,72,127,4,73,15,6,11,2,1,7,2,0,2,1,0,236,54,10,2
3158,32300.0,1,13,3,6,6,5,6,1,0,3,8,0,2,2,1,39,50,4,2
4436,20180.0,27,18,42,24,15,20,18,2,1,4,7,0,2,0,0,137,47,7,2
5287,34961.0,77,45,2,26,4,1,1,3,1,3,7,0,2,2,1,79,50,7,1
2445,28440.0,87,38,1,24,0,0,0,2,0,3,8,0,4,1,1,63,49,5,2
6059,64504.0,81,986,36,168,16,0,108,11,3,4,7,0,4,1,3,1314,70,18,2
4550,33564.0,51,61,0,3,0,0,7,1,1,3,5,0,3,1,1,71,57,5,1
4240,17345.0,79,4,9,16,17,0,12,2,1,2,8,0,2,2,1,58,45,5,3
8911,56320.0,11,201,53,172,116,77,83,5,4,9,4,0,4,2,1,702,56,18,2
3706,28647.0,54,19,8,29,0,12,26,2,2,2,7,0,2,0,1,94,45,6,2
3628,15038.0,93,4,8,11,19,12,26,2,1,2,9,0,0,0,1,80,36,5,2
10175,32173.0,0,18,0,2,0,0,2,1,0,3,4,0,4,3,1,22,65,4,2
8985,68316.0,54,806,80,161,120,11,33,10,7,10,6,0,1,1,1,1211,59,27,3
5204,74538.0,21,380,98,733,110,112,28,8,8,5,3,0,2,1,0,1461,52,21,2
9220,91700.0,58,576,172,961,125,115,19,8,6,5,3,0,2,0,0,1968,52,19,2
9888,68695.0,3,458,81,356,106,50,40,4,4,7,2,0,2,1,0,1091,54,15,1
5263,31056.0,99,5,10,13,3,8,16,1,0,3,8,0,1,2,1,55,46,4,2
1020,79593.0,70,350,60,568,110,133,145,5,6,7,2,0,2,2,0,1366,50,18,1
9503,28071.0,65,39,33,130,41,26,44,5,1,5,8,0,2,0,0,313,43,11,3
10613,37334.0,44,26,1,16,2,2,15,3,0,4,4,0,4,1,2,62,65,7,1
67,46423.0,6,68,0,16,0,0,8,2,0,4,7,0,3,0,2,92,51,6,2
6019,37126.0,9,45,3,9,4,4,7,1,2,2,6,0,4,2,1,72,52,5,1
5863,47703.0,95,359,0,134,13,26,123,6,3,8,5,0,2,2,1,655,70,17,2
3717,61180.0,70,403,24,29,6,24,218,5,5,6,3,0,2,2,1,704,64,16,1
6730,38998.0,92,34,1,14,0,0,5,2,0,3,8,1,2,2,2,54,69,5,3
10749,8028.0,62,73,18,66,7,12,2,0,1,0,19,0,2,0,0,178,32,1,3
4998,76081.0,85,292,30,415,63,33,200,4,5,4,2,0,2,1,0,1033,61,13,1
6287,34728.0,2,14,0,16,0,0,6,1,1,2,6,0,2,1,1,36,37,4,2
5985,33168.0,0,80,1,37,0,1,3,2,1,4,7,0,3,0,1,122,58,7,3
4754,33585.0,91,30,11,33,13,6,29,2,0,4,4,0,3,2,1,122,57,6,2
4002,77037.0,3,463,96,333,168,53,10,7,7,12,3,0,4,2,1,1123,63,26,2
8870,35196.0,68,75,12,141,43,39,187,6,1,5,8,0,2,1,1,497,39,12,3
966,44529.0,98,538,13,91,17,6,26,6,2,11,5,0,2,2,1,691,57,19,2
4767,70924.0,41,635,114,254,132,152,76,6,6,7,3,0,1,2,0,1363,58,19,1
9725,28764.0,16,8,0,3,0,0,1,1,0,2,8,0,4,1,2,12,57,3,1
4475,69098.0,82,1315,22,780,145,0,178,7,8,9,5,0,4,2,0,2440,74,24,2
5740,25959.0,1,4,2,12,7,5,26,1,2,2,6,0,1,3,2,56,53,5,2
5731,27100.0,64,12,0,13,2,0,10,1,0,3,7,0,3,2,1,37,40,4,2
7290,70596.0,68,347,44,534,17,0,26,3,5,12,2,0,2,0,0,968,38,20,3
3846,42557.0,98,192,5,53,0,5,15,6,1,4,8,0,2,2,1,270,49,11,3
8104,53312.0,32,241,0,12,0,0,25,5,1,5,7,0,4,2,0,278,72,11,2
4507,72228.0,87,631,28,491,30,14,56,6,7,8,3,0,2,0,0,1250,71,21,3
11013,67605.0,84,336,28,282,184,54,54,2,8,6,1,0,2,1,0,938,36,16,2
4491,62845.0,3,1099,0,45,0,0,34,3,4,10,8,0,3,2,2,1178,74,17,3
3759,65196.0,34,743,19,181,12,0,200,7,6,11,5,0,2,1,2,1155,65,24,2
1162,42000.0,23,124,83,267,85,59,35,5,2,11,5,0,4,0,0,653,36,18,2
2055,35860.0,37,15,0,8,4,2,20,1,1,2,5,0,4,3,2,49,50,4,1
10766,65526.0,22,397,19,69,12,0,9,4,4,8,2,0,4,2,1,506,59,16,1
4415,16860.0,19,10,4,4,3,3,14,1,1,3,7,0,2,2,2,38,62,5,3
3005,83528.0,7,530,117,678,134,44,147,4,10,8,1,0,2,0,0,1650,31,22,1
2223,64176.0,52,1215,33,249,64,116,149,8,9,8,6,0,1,3,1,1826,58,25,3
4817,22304.0,91,3,2,7,0,4,2,1,0,2,8,0,2,3,0,18,67,3,3
2875,67023.0,93,444,44,382,11,8,17,3,7,13,2,1,2,2,0,906,45,23,1
10536,32892.0,78,26,0,15,2,1,2,3,0,3,8,0,4,1,1,46,52,6,1
11112,70713.0,23,736,114,279,82,76,190,5,6,8,3,0,2,1,1,1477,57,19,3
3807,59925.0,83,473,21,176,19,21,56,9,2,9,6,0,2,1,1,766,68,20,3
9197,39722.0,92,32,0,5,2,0,8,2,0,3,5,0,2,2,1,47,70,5,1
10832,46610.0,4,288,10,30,4,10,125,6,1,6,6,0,2,1,0,467,65,13,2
6421,88347.0,32,1050,178,555,77,138,118,4,7,9,1,0,2,1,0,2116,62,20,2
4207,87171.0,27,1001,44,107,58,44,44,6,7,11,2,0,4,2,0,1298,42,24,2
577,26907.0,10,9,1,7,0,3,2,1,0,3,7,0,1,1,2,22,47,4,2
10855,50014.0,9,234,14,77,19,10,42,4,1,8,5,0,3,0,1,396,55,13,1
3081,41014.0,65,7,2,6,2,0,3,1,0,2,7,0,4,2,1,20,45,3,2
3535,66294.0,68,251,108,334,65,92,117,4,3,5,2,0,2,0,0,967,58,12,1
247,36715.0,16,172,10,125,21,13,16,7,2,4,9,0,2,2,1,357,52,13,3
8707,79456.0,12,565,42,548,64,83,99,5,6,4,3,0,2,2,0,1401,67,15,3
9523,40479.0,95,5,0,8,2,0,0,0,0,3,4,0,2,1,1,15,41,3,2
6072,75345.0,16,918,57,842,99,38,133,5,8,6,3,0,3,0,0,2087,53,19,2
6295,54233.0,46,652,8,158,21,0,142,11,6,5,8,0,2,2,1,981,46,22,2
10914,24163.0,3,4,1,7,2,1,2,1,0,3,4,0,2,0,2,17,53,4,2
1509,84460.0,80,152,27,103,106,54,81,9,9,4,5,0,4,1,0,523,65,22,2
5577,43776.0,77,8,0,9,2,1,3,1,0,2,6,0,2,1,1,23,40,3,1
7348,71691.0,0,336,130,411,240,32,43,4,7,5,2,0,4,0,0,1192,65,16,1
1127,85844.0,62,938,19,843,25,95,38,6,6,7,2,0,4,2,0,1958,50,19,1
1833,39190.0,91,68,8,18,19,8,12,2,1,4,5,0,4,0,1,133,49,7,1
4944,71367.0,24,227,23,389,42,21,75,4,5,7,2,0,2,1,0,777,64,16,2
9080,38578.0,2,38,4,22,3,3,3,3,0,3,8,0,4,0,2,73,51,6,2
6466,57236.0,22,105,0,9,2,1,4,2,1,4,3,0,4,2,2,121,58,7,1
9964,61825.0,56,162,50,100,55,30,27,4,2,8,4,0,2,0,1,424,44,14,2
4790,79803.0,54,574,8,216,21,16,33,4,3,5,1,0,2,3,1,868,65,12,1
10245,80910.0,71,160,80,369,67,39,41,3,3,8,1,0,1,0,0,756,37,14,3
1109,27590.0,38,6,0,5,0,0,1,1,0,2,7,0,3,1,1,12,41,3,2
6001,56775.0,62,614,35,160,58,35,35,5,8,10,5,0,2,2,1,937,44,23,2
5538,83829.0,78,897,161,430,186,161,27,4,7,6,1,0,2,3,0,1862,48,17,2
10552,54210.0,18,70,54,109,80,9,45,4,1,7,5,0,1,2,1,367,44,12,2
1545,38508.0,95,120,19,206,25,19,54,7,2,5,8,0,2,2,1,443,37,14,2
7409,53187.0,66,211,2,30,7,7,10,4,1,6,5,0,2,1,1,267,53,11,2
4444,30023.0,28,11,0,16,7,6,21,2,0,3,8,0,2,2,1,61,51,5,1
146,76045.0,78,760,53,400,17,93,0,4,5,11,2,0,4,0,0,1323,63,20,2
6271,50870.0,13,53,0,8,0,0,2,2,0,3,5,0,4,2,1,63,71,5,1
10065,15315.0,27,7,4,13,15,8,17,2,0,4,5,0,1,2,0,64,53,6,2
4741,65463.0,17,391,32,70,21,32,16,6,2,9,5,0,1,2,1,562,49,17,1
246,66480.0,71,199,9,57,20,21,6,4,1,7,4,0,2,2,2,312,58,12,1
375,76773.0,79,516,56,449,86,33,16,2,2,11,1,0,2,3,0,1156,69,15,2
1524,81698.0,1,709,45,115,30,160,45,8,2,5,5,0,1,0,0,1104,40,15,2
10022,54466.0,78,12,0,4,0,0,0,1,0,2,5,0,4,0,2,16,50,3,1
7451,98777.0,23,1000,19,711,125,115,38,4,6,9,1,0,3,0,0,2008,63,19,1
11010,16269.0,75,19,3,18,3,1,0,3,0,3,8,0,4,0,1,44,39,6,2
4356,71819.0,70,1224,28,140,0,14,168,3,3,5,6,0,2,1,1,1574,52,11,2
3885,33569.0,10,16,2,18,3,0,24,1,1,2,8,0,4,2,1,63,40,4,2
1175,36262.0,24,88,39,54,64,28,153,3,5,3,6,0,3,2,0,426,40,11,2
880,22634.0,47,2,23,11,8,6,46,2,1,2,8,0,0,1,0,96,57,5,2
2320,47025.0,98,508,11,59,23,5,29,11,1,6,9,0,1,2,1,635,45,18,2
850,70566.0,4,381,28,215,84,28,21,6,5,9,3,0,2,0,1,757,55,20,2
4713,31605.0,15,74,0,42,2,1,6,2,1,4,7,0,4,2,1,125,44,7,3
675,52034.0,67,146,0,93,7,13,73,4,2,5,7,0,3,3,2,332,50,11,2
5025,48526.0,32,23,17,23,43,20,9,2,1,4,3,0,2,0,1,135,44,7,2
2308,46734.0,40,110,5,137,26,23,29,6,1,5,7,0,2,2,1,330,69,12,3
5995,39552.0,54,165,3,147,4,24,41,6,2,5,8,0,2,3,2,384,61,13,3
6749,86358.0,78,957,47,494,82,47,95,5,3,6,8,0,2,0,2,1722,57,14,3
1010,46931.0,94,41,0,17,3,1,16,1,1,3,3,0,2,1,3,78,46,5,1
8977,16581.0,51,1,3,4,2,3,11,0,0,3,4,0,0,0,0,24,38,3,2
4756,63998.0,42,176,29,818,0,33,112,7,6,11,4,0,1,3,0,1168,71,24,2
3412,67381.0,67,815,8,53,11,0,70,2,2,9,7,0,3,2,1,957,72,13,2
606,25930.0,87,6,1,2,2,0,4,1,0,2,7,0,2,0,2,15,56,3,2
5961,42693.0,29,8,4,20,6,3,16,1,0,3,5,0,2,2,1,57,45,4,1
2975,85606.0,89,717,42,864,219,30,84,6,7,9,3,0,2,1,1,1956,47,22,3
2894,72903.0,74,1067,138,750,0,19,39,7,5,8,4,0,2,0,0,2013,38,20,2
7613,49669.0,97,166,5,107,11,8,29,5,1,6,6,0,1,1,1,326,49,12,1
10542,36778.0,63,29,4,34,2,4,4,3,0,3,9,0,4,2,2,77,55,6,3
8015,85696.0,88,714,76,395,116,0,12,4,6,9,1,0,4,3,0,1313,61,19,2
10617,10979.0,34,8,4,10,2,2,4,3,0,3,5,0,3,3,0,30,34,6,1
11166,49678.0,81,229,5,56,3,2,20,6,2,4,7,0,2,2,1,315,62,12,2
849,56129.0,65,320,48,133,39,72,48,6,2,10,4,0,3,1,1,660,70,18,2
523,37155.0,51,23,0,26,7,15,3,2,0,4,5,0,2,2,1,74,34,6,2
4066,21282.0,76,1,5,8,4,8,20,2,1,2,6,0,1,3,1,46,45,5,1
8414,33419.0,76,56,0,12,0,0,18,2,0,4,7,0,4,0,1,86,61,6,2
819,63285.0,84,508,124,249,50,38,134,6,5,13,3,0,2,4,0,1103,78,24,2
4961,21255.0,56,29,0,25,2,2,3,2,1,4,4,0,3,1,1,61,49,7,1
749,42162.0,31,46,7,59,2,4,27,3,1,3,6,0,2,1,1,145,42,7,2
5430,54450.0,0,454,0,171,8,19,32,9,2,8,8,0,2,1,2,684,67,19,3
7755,57744.0,91,350,3,39,0,0,19,9,1,4,8,0,4,2,1,411,69,14,2
10525,26576.0,40,10,0,8,0,0,9,1,0,2,9,0,2,0,1,27,37,3,3
1453,57513.0,59,735,40,183,52,20,30,9,3,13,6,0,4,4,0,1060,80,25,2
8310,68142.0,96,897,126,196,91,112,37,10,4,7,6,0,2,1,1,1459,59,21,3
10710,7500.0,61,5,2,3,3,0,5,1,0,2,8,0,2,2,1,18,44,3,3
5031,83145.0,14,777,35,731,39,137,114,5,9,11,2,0,2,1,0,1833,49,25,3
2613,54197.0,16,162,6,37,6,13,13,1,3,6,1,0,3,2,1,237,63,10,1
213,23091.0,98,35,0,11,0,0,2,2,1,3,7,0,4,0,2,48,60,6,1
967,46049.0,11,342,9,112,19,14,19,5,2,9,7,0,2,2,2,515,47,16,2
1077,56715.0,52,258,105,239,237,172,9,7,3,4,4,0,2,1,0,1020,49,14,3
7959,79410.0,19,658,80,483,123,13,13,3,2,5,1,0,2,2,0,1370,62,10,1
640,57304.0,61,356,80,329,138,17,106,7,6,10,5,0,2,2,1,1026,72,23,2
4252,44375.0,73,213,5,28,7,7,41,4,1,6,5,0,2,2,1,301,58,11,1
8432,54450.0,0,454,0,171,8,19,32,9,2,8,8,0,2,1,2,684,67,19,3
6218,59594.0,74,457,4,29,0,0,9,8,1,7,7,0,2,2,1,499,58,16,3
6905,80685.0,55,241,45,604,34,26,54,6,4,10,2,0,2,1,0,1004,29,20,3
5922,40344.0,48,210,0,6,0,0,2,4,1,5,7,0,4,2,1,218,49,10,2
3598,62710.0,53,441,35,83,7,29,11,4,2,12,4,0,2,2,1,606,51,18,2
6116,48985.0,13,19,13,18,10,7,8,1,1,3,3,0,1,2,1,75,55,5,2
6263,35322.0,34,28,9,37,12,7,13,2,0,4,8,0,2,1,3,106,55,6,3
10486,77142.0,54,476,75,162,29,151,97,4,4,8,2,0,2,2,0,990,75,16,2
2410,81657.0,69,364,40,425,158,60,50,3,4,8,1,0,2,0,0,1097,54,15,1
193,14421.0,81,0,0,2,3,3,8,1,0,2,5,0,0,2,0,16,27,3,1
3363,20130.0,99,0,6,3,7,6,12,1,0,3,8,0,1,2,0,34,49,4,1
8278,74214.0,3,863,83,547,86,99,33,8,2,5,5,0,4,2,0,1711,33,15,3
10660,66726.0,61,349,7,35,0,0,47,8,2,4,7,0,3,2,2,438,66,14,1
8686,23724.0,65,5,23,15,0,18,14,2,0,3,8,0,0,1,1,75,44,5,2
1604,47353.0,93,184,2,19,8,8,4,2,2,6,5,0,3,2,1,225,63,10,2
5907,33444.0,24,8,0,8,0,0,2,1,0,2,8,0,3,2,2,18,71,3,3
10669,54386.0,8,277,21,64,62,21,25,3,2,10,3,0,2,2,1,470,42,15,2
2918,28510.0,72,44,5,19,0,4,19,2,0,4,5,0,2,3,2,91,42,6,2
5735,90638.0,29,1156,120,915,94,144,96,3,4,10,1,0,3,0,0,2525,32,17,1
359,48070.0,33,373,14,83,6,9,19,8,2,6,7,1,2,1,1,504,73,16,2
8387,43140.0,68,134,8,76,6,0,11,4,1,5,6,0,2,2,1,235,66,10,2
1829,54959.0,55,1148,0,60,0,0,24,9,5,4,7,0,4,3,1,1232,62,18,2
3839,15056.0,76,6,12,3,21,6,40,2,2,3,5,0,0,0,2,88,65,7,2
9392,26954.0,17,4,1,11,0,0,1,1,0,2,7,0,2,0,1,17,52,3,1
2292,22327.0,94,5,4,8,2,0,5,1,0,3,5,0,2,0,1,24,38,4,2
10466,44393.0,86,24,2,20,2,2,10,1,0,4,4,0,2,2,2,60,58,5,2
9855,62000.0,25,899,0,101,0,0,20,6,6,13,4,0,4,0,1,1020,71,25,2
4088,31497.0,22,108,1,28,13,1,4,3,1,4,8,0,4,1,1,155,61,8,3
5231,45894.0,15,27,2,7,0,2,13,1,0,3,5,0,1,2,2,51,49,4,1
590,78579.0,35,816,66,549,216,66,99,5,6,4,3,0,3,3,0,1812,53,15,3
8732,67369.0,81,1298,0,70,37,14,42,7,4,10,4,0,3,4,1,1461,54,21,3
2315,58401.0,55,10,0,11,17,29,29,1,2,2,4,0,2,3,1,96,63,5,1
3515,62307.0,94,87,13,34,10,6,10,4,0,4,5,0,2,0,1,160,71,8,1
